"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"신사동587",1,서울특별시 관악구 관천로11길 133,서울특별시 관악구 신림동 507-41,37.483026,126.917559,,한전주,02-879-6781,관악구청,2020-12-07
"신사동588",1,서울특별시 관악구 남부순환로151길 9,서울특별시 관악구 신림동 526-5,37.482777,126.917563,,한전주,02-879-6781,관악구청,2020-12-07
"신사동589",1,서울특별시 관악구 남부순환로151길 2-3,서울특별시 관악구 신림동 507-33,37.482834,126.917971,,,02-879-6781,관악구청,2020-12-07
"신사동590",1,서울특별시 관악구 남부순환로151길 2-11,서울특별시 관악구 신림동 507-36,37.482937,126.918257,,한전주,02-879-6781,관악구청,2020-12-07
"신사동591",1,서울특별시 관악구 남부순환로 1513,서울특별시 관악구 신림동 507-26,37.482929,126.918593,,건축물,02-879-6781,관악구청,2020-12-07
"신사동592",1,서울특별시 관악구 남부순환로151길 13,서울특별시 관악구 신림동 526-4,37.482961,126.917226,,한전주,02-879-6781,관악구청,2020-12-07
"신사동593",1,서울특별시 관악구 남부순환로151길 13,서울특별시 관악구 신림동 526-4,37.482928,126.917043,,한전주,02-879-6781,관악구청,2020-12-07
"신사동594",1,서울특별시 관악구 관천로11길 149,서울특별시 관악구 신림동 526-19,37.482691,126.916780,,한전주,02-879-6781,관악구청,2020-12-07
"신사동595",1,서울특별시 관악구 관천로11길 149,서울특별시 관악구 신림동 526-19,37.482864,126.916676,,건축물,02-879-6781,관악구청,2020-12-07
"신사동596",1,서울특별시 관악구 관천로11길 155,서울특별시 관악구 신림동 526-16,37.482804,126.916329,,전용주,02-879-6781,관악구청,2020-12-07
"신사동597",1,서울특별시 관악구 남부순환로149길 10,서울특별시 관악구 신림동 526-1,37.482753,126.916062,,한전주,02-879-6781,관악구청,2020-12-07
"신사동598",1,서울특별시 관악구 남부순환로149길 10,서울특별시 관악구 신림동 526-1,37.482574,126.916128,,한전주,02-879-6781,관악구청,2020-12-07
"신사동599",1,서울특별시 관악구 남부순환로149길 8-4,서울특별시 관악구 신림동 526-12,37.482581,126.916106,,건축물,02-879-6781,관악구청,2020-12-07
"신사동600",1,서울특별시 관악구 남부순환로149길 8-8,서울특별시 관악구 신림동 526-23,37.482637,126.916488,,건축물,02-879-6781,관악구청,2020-12-07
"신사동601",1,서울특별시 관악구 남부순환로151길 20,서울특별시 관악구 신림동 510-19,37.483140,126.917078,,,02-879-6781,관악구청,2020-12-07
"신사동602",1,서울특별시 관악구 남부순환로151길 24,서울특별시 관악구 신림동 510-27,37.483264,126.917010,,건축물,02-879-6781,관악구청,2020-12-07
"신사동603",1,서울특별시 관악구 남부순환로151길 21,서울특별시 관악구 신림동 525-32,37.483197,126.916814,,한전주,02-879-6781,관악구청,2020-12-07
"신사동604",1,서울특별시 관악구 남부순환로151길 24,서울특별시 관악구 신림동 510-27,37.483297,126.916796,,,02-879-6781,관악구청,2020-12-07
"신사동605",1,서울특별시 관악구 남부순환로151길 27-3,서울특별시 관악구 신림동 525-9,37.483186,126.916502,,한전주,02-879-6781,관악구청,2020-12-07
"신사동606",1,서울특별시 관악구 남부순환로151길 29,서울특별시 관악구 신림동 525-4,37.483211,126.916394,,,02-879-6781,관악구청,2020-12-07
"신사동607",1,서울특별시 관악구 남부순환로151길 27-9,서울특별시 관악구 신림동 525-41,37.483129,126.916174,,한전주,02-879-6781,관악구청,2020-12-07
"신사동608",1,서울특별시 관악구 남부순환로149길 20,서울특별시 관악구 신림동 525-21,37.483132,126.915967,,,02-879-6781,관악구청,2020-12-07
"신사동609",1,서울특별시 관악구 남부순환로149길 18,서울특별시 관악구 신림동 525-37,37.483080,126.915908,,한전주,02-879-6781,관악구청,2020-12-07
"신사동610",1,서울특별시 관악구 남부순환로151길 29,서울특별시 관악구 신림동 525-4,37.483381,126.916480,,한전주,02-879-6781,관악구청,2020-12-07
"신사동611",1,서울특별시 관악구 남부순환로151길 39-6,서울특별시 관악구 신림동 524-27,37.483486,126.915942,,건축물,02-879-6781,관악구청,2020-12-07
"신사동612",1,서울특별시 관악구 남부순환로151길 41,서울특별시 관악구 신림동 524-9,37.483606,126.916036,,한전주,02-879-6781,관악구청,2020-12-07
"신사동613",1,서울특별시 관악구 남부순환로151길 45,서울특별시 관악구 신림동 524-29,37.483710,126.915877,,한전주,02-879-6781,관악구청,2020-12-07
"신사동614",1,서울특별시 관악구 남부순환로151길 49,서울특별시 관악구 신림동 524-37,37.483835,126.915646,,한전주,02-879-6781,관악구청,2020-12-07
"신사동615",1,서울특별시 관악구 남부순환로151길 51-4,서울특별시 관악구 신림동 524-35,37.483794,126.915416,,건축물,02-879-6781,관악구청,2020-12-07
"신사동616",1,서울특별시 관악구 남부순환로151길 54-4,서울특별시 관악구 신림동 511-12,37.484117,126.915600,,건축물,02-879-6781,관악구청,2020-12-07
"신사동617",1,서울특별시 관악구 남부순환로151길 59,서울특별시 관악구 신림동 524-4,37.484093,126.915189,,한전주,02-879-6781,관악구청,2020-12-07
"신사동618",1,서울특별시 관악구 남부순환로151길 62,서울특별시 관악구 신림동 511-19,37.484217,126.915130,,,02-879-6781,관악구청,2020-12-07
"신사동619",1,서울특별시 관악구 남부순환로151길 65,서울특별시 관악구 신림동 524-1,37.484275,126.914857,,한전주,02-879-6781,관악구청,2020-12-07
"신사동620",1,서울특별시 관악구 남부순환로151길 73,서울특별시 관악구 신림동 523-1,37.484437,126.914573,,한전주,02-879-6781,관악구청,2020-12-07
"신사동621",1,서울특별시 관악구 남부순환로151길 78,서울특별시 관악구 신림동 513-11,37.484535,126.914392,,한전주,02-879-6781,관악구청,2020-12-07
"신사동622",1,서울특별시 관악구 난곡로 340-6,서울특별시 관악구 신림동 523-8,37.484300,126.914364,,건축물,02-879-6781,관악구청,2020-12-07
"신사동623",1,서울특별시 관악구 남부순환로151길 65,서울특별시 관악구 신림동 524-1,37.484287,126.914684,,,02-879-6781,관악구청,2020-12-07
"신사동624",1,서울특별시 관악구 난곡로66가길 34,서울특별시 관악구 신림동 524-25,37.484097,126.914719,,,02-879-6781,관악구청,2020-12-07
"신사동625",1,서울특별시 관악구 남부순환로149길 46,서울특별시 관악구 신림동 523-12,37.483946,126.914676,,한전주,02-879-6781,관악구청,2020-12-07
"신사동626",1,서울특별시 관악구 난곡로 332,서울특별시 관악구 신림동 529-13,37.483742,126.914460,,전용주,02-879-6781,관악구청,2020-12-07
"신사동627",1,서울특별시 관악구 난곡로66가길 28,서울특별시 관악구 신림동 524-33,37.483828,126.914785,,,02-879-6781,관악구청,2020-12-07
"신사동628",1,서울특별시 관악구 남부순환로149길 47,서울특별시 관악구 신림동 529-1,37.483632,126.914733,,한전주,02-879-6781,관악구청,2020-12-07
"신사동629",1,서울특별시 관악구 난곡로66가길 24,서울특별시 관악구 신림동 528-1,37.483563,126.914830,,,02-879-6781,관악구청,2020-12-07
"신사동630",1,서울특별시 관악구 남부순환로149길 40-1,서울특별시 관악구 신림동 524-20,37.483816,126.915046,,건축물,02-879-6781,관악구청,2020-12-07
"신사동631",1,서울특별시 관악구 남부순환로149길 35,서울특별시 관악구 신림동 528-20,37.483584,126.915080,,한전주,02-879-6781,관악구청,2020-12-07
"신사동632",1,서울특별시 관악구 남부순환로149길 32,서울특별시 관악구 신림동 524-13,37.483526,126.915326,,전용주,02-879-6781,관악구청,2020-12-07
"신사동633",1,서울특별시 관악구 남부순환로149길 32,서울특별시 관악구 신림동 524-13,37.483450,126.915462,,,02-879-6781,관악구청,2020-12-07
"신사동634",1,서울특별시 관악구 남부순환로149길 21,서울특별시 관악구 신림동 528-16,37.483207,126.915765,,한전주,02-879-6781,관악구청,2020-12-07
"신사동635",1,서울특별시 관악구 남부순환로149길 23-8,서울특별시 관악구 신림동 528-6,37.483167,126.915262,,한전주,02-879-6781,관악구청,2020-12-07
"신사동636",1,서울특별시 관악구 난곡로66가길 12,서울특별시 관악구 신림동 528-23,37.483178,126.914826,,한전주,02-879-6781,관악구청,2020-12-07
"신사동637",1,서울특별시 관악구 난곡로66가길 8,서울특별시 관악구 신림동 528-10,37.483057,126.914938,,건축물,02-879-6781,관악구청,2020-12-07
"신사동638",1,서울특별시 관악구 난곡로66가길 5,서울특별시 관악구 신림동 529-6,37.482812,126.914898,,한전주,02-879-6781,관악구청,2020-12-07
"신사동639",1,서울특별시 관악구 난곡로66길 7,서울특별시 관악구 신림동 529-7,37.482620,126.914904,,,02-879-6781,관악구청,2020-12-07
"신사동640",1,서울특별시 관악구 난곡로66길 15,서울특별시 관악구 신림동 528-28,37.482681,126.915215,,한전주,02-879-6781,관악구청,2020-12-07
"신사동641",1,서울특별시 관악구 난곡로66길 17-5,서울특별시 관악구 신림동 528-18,37.482910,126.915287,,한전주,02-879-6781,관악구청,2020-12-07
"신사동642",1,서울특별시 관악구 남부순환로149길 15-6,서울특별시 관악구 신림동 528-31,37.482993,126.915478,,건축물,02-879-6781,관악구청,2020-12-07
"신사동643",1,서울특별시 관악구 남부순환로149길 17,서울특별시 관악구 신림동 528-33,37.482971,126.915863,,,02-879-6781,관악구청,2020-12-07
"신사동644",1,서울특별시 관악구 난곡로66길 17,서울특별시 관악구 신림동 528-35,37.482861,126.915498,,건축물,02-879-6781,관악구청,2020-12-07
"신사동645",1,서울특별시 관악구 난곡로66길 21,서울특별시 관악구 신림동 528-36,37.482672,126.915623,,,02-879-6781,관악구청,2020-12-07
"신사동649",1,관천로17길9,신림동461-14,37.487196,126.921792,,,02-879-6781,관악구청,2020-12-07
"신사동650",1,남부순환로163다길15,신사동467-7,37.485394,126.922034,,,02-879-6781,관악구청,2020-12-07
"신사동652",1,남부순환로149길19-6,신사동528-15,37.483029,126.915679,,건축물,02-879-6781,관악구청,2020-12-07
"신사동653",1,남부순환로161길32,신사동485-35,37.484326,126.920508,,건축물,02-879-6781,관악구청,2020-12-07
"신사동654",1,신사로26길38-6,신사동476-16,37.487671,126.918393,,,02-879-6781,관악구청,2020-12-07
"신사동655",1,서울특별시 관악구 남부순환로151길 48-8,서울특별시 관악구 신림동 511-38,37.484102,126.916045,,,02-879-6781,관악구청,2020-12-07
"신사동656",1,신사로16길25,신사동495-38,37.487740,126.916771,,,02-879-6781,관악구청,2020-12-07
"신사동657",1,신사로18길28,신사동495-18,37.487774,126.917050,,,02-879-6781,관악구청,2020-12-07
"신사동658",1,조원로137-1,신사동493-10,37.485644,126.917463,,건축물,02-879-6781,관악구청,2020-12-07
"신사동659",1,조원로111,신사동514-14,37.485063,126.914733,,,02-879-6781,관악구청,2020-12-07
"신사동660",1,남부순환로1573-12,신사동1464-33,37.484090,126.924845,,건축물,02-879-6781,관악구청,2020-12-07
"신사동661",1,관천로23길26,신사동474-24,37.488337,126.919738,,한전주,02-879-6781,관악구청,2020-12-07
"신사동662",1,신사로12길47,신사동 496-14,37.487869,126.917079,,한전주,02-879-6781,관악구청,2020-12-07
"신사동663",1,난곡로74길28,신사동502-18,37.486075,126.915478,,,02-879-6781,관악구청,2020-12-07
"신사동664",1,관천로11길23,신사동1464-72,37.484166,126.923680,,,02-879-6781,관악구청,2020-12-07
"신원동001",1,서울특별시 관악구 문성로38길 6,서울특별시 관악구 신림동 1633-11,37.478311,126.930478,,한전주,02-879-6781,관악구청,2020-12-07
"신원동002",1,서울특별시 관악구 문성로38길 14,서울특별시 관악구 신림동 1633-17,37.478048,126.930338,,한전주,02-879-6781,관악구청,2020-12-07
"신원동003",1,서울특별시 관악구 문성로38길 18,서울특별시 관악구 신림동 412-38,37.477837,126.930297,,한전주,02-879-6781,관악구청,2020-12-07
"신원동004",1,서울특별시 관악구 문성로38길 18,서울특별시 관악구 신림동 412-38,37.477780,126.930166,,건축물,02-879-6781,관악구청,2020-12-07
"신원동005",1,서울특별시 관악구 문성로38길 24,서울특별시 관악구 신림동 412-46,37.477547,126.930259,,한전주,02-879-6781,관악구청,2020-12-07
"신원동006",1,서울특별시 관악구 문성로38길 24,서울특별시 관악구 신림동 412-46,37.477494,126.930135,,건축물,02-879-6781,관악구청,2020-12-07
"신원동007",1,서울특별시 관악구 문성로38길 26-9,서울특별시 관악구 신림동 412-167,37.477467,126.929726,,한전주,02-879-6781,관악구청,2020-12-07
"신원동008",1,서울특별시 관악구 문성로38길 32,서울특별시 관악구 신림동 412-63,37.477248,126.930193,,한전주,02-879-6781,관악구청,2020-12-07
"신원동009",1,서울특별시 관악구 문성로38길 32,서울특별시 관악구 신림동 412-63,37.477235,126.930220,,한전주,02-879-6781,관악구청,2020-12-07
"신원동010",1,서울특별시 관악구 문성로38길 32-10,서울특별시 관악구 신림동 412-169,37.477256,126.929767,,한전주,02-879-6781,관악구청,2020-12-07
"신원동011",1,서울특별시 관악구 문성로38길 38,서울특별시 관악구 신림동 412-73,37.476970,126.930173,,한전주,02-879-6781,관악구청,2020-12-07
"신원동012",1,서울특별시 관악구 문성로38길 38,서울특별시 관악구 신림동 412-73,37.476979,126.930176,,한전주,02-879-6781,관악구청,2020-12-07
"신원동013",1,서울특별시 관악구 문성로38길 38-12,서울특별시 관악구 신림동 412-288,37.476982,126.929662,,한전주,02-879-6781,관악구청,2020-12-07
"신원동014",1,서울특별시 관악구 문성로38길 42,서울특별시 관악구 신림동 412-87,37.476662,126.930155,,한전주,02-879-6781,관악구청,2020-12-07
"신원동015",1,서울특별시 관악구 문성로38길 46-7,서울특별시 관악구 신림동 412-146,37.476624,126.929851,,한전주,02-879-6781,관악구청,2020-12-07
"신원동016",1,서울특별시 관악구 문성로38길 46-15,서울특별시 관악구 신림동 412-180,37.476637,126.929517,,한전주,02-879-6781,관악구청,2020-12-07
"신원동017",1,서울특별시 관악구 문성로38가길 2,서울특별시 관악구 신림동 412-141,37.476391,126.930112,,한전주,02-879-6781,관악구청,2020-12-07
"신원동018",1,서울특별시 관악구 문성로38가길 8,서울특별시 관악구 신림동 412-183,37.476378,126.929793,,건축물,02-879-6781,관악구청,2020-12-07
"신원동019",1,서울특별시 관악구 문성로38가길 15,서울특별시 관악구 신림동 412-105,37.476349,126.929307,,한전주,02-879-6781,관악구청,2020-12-07
"신원동020",1,서울특별시 관악구 문성로38가길 15,서울특별시 관악구 신림동 412-105,37.476339,126.929313,,한전주,02-879-6781,관악구청,2020-12-07
"신원동021",1,서울특별시 관악구 문성로32길 65,서울특별시 관악구 신림동 415-52,37.476444,126.928972,,한전주,02-879-6781,관악구청,2020-12-07
"신원동022",1,서울특별시 관악구 문성로32길 65,서울특별시 관악구 신림동 415-52,37.476497,126.928976,,전용주,02-879-6781,관악구청,2020-12-07
"신원동023",1,서울특별시 관악구 문성로38가길 30,서울특별시 관악구 신림동 415-65,37.476475,126.928586,,한전주,02-879-6781,관악구청,2020-12-07
"신원동024",1,서울특별시 관악구 문성로38가길 32,서울특별시 관악구 신림동 415-64,37.476489,126.928337,,한전주,02-879-6781,관악구청,2020-12-07
"신원동025",1,서울특별시 관악구 문성로38가길 38,서울특별시 관악구 신림동 415-62,37.476476,126.927952,,전용주,02-879-6781,관악구청,2020-12-07
"신원동026",1,서울특별시 관악구 문성로38가길 37,서울특별시 관악구 신림동 412-319,37.476410,126.927800,,전용주,02-879-6781,관악구청,2020-12-07
"신원동027",1,서울특별시 관악구 문성로38나길 38,서울특별시 관악구 신림동 412-327,37.476228,126.927961,,한전주,02-879-6781,관악구청,2020-12-07
"신원동028",1,서울특별시 관악구 문성로38나길 38,서울특별시 관악구 신림동 412-327,37.476226,126.927974,,한전주,02-879-6781,관악구청,2020-12-07
"신원동029",1,서울특별시 관악구 문성로38나길 30,서울특별시 관악구 신림동 412-325,37.476199,126.928470,,한전주,02-879-6781,관악구청,2020-12-07
"신원동030",1,서울특별시 관악구 문성로38나길 22,서울특별시 관악구 신림동 412-198,37.476165,126.928930,,한전주,02-879-6781,관악구청,2020-12-07
"신원동031",1,서울특별시 관악구 문성로38나길 14,서울특별시 관악구 신림동 412-324,37.476141,126.929390,,한전주,02-879-6781,관악구청,2020-12-07
"신원동032",1,서울특별시 관악구 문성로38나길 8,서울특별시 관악구 신림동 412-321,37.476111,126.929732,,한전주,02-879-6781,관악구청,2020-12-07
"신원동033",1,서울특별시 관악구 문성로38나길 2,서울특별시 관악구 신림동 412-104,37.476095,126.930071,,한전주,02-879-6781,관악구청,2020-12-07
"신원동034",1,서울특별시 관악구 문성로38나길 2,서울특별시 관악구 신림동 412-104,37.476103,126.930086,,한전주,02-879-6781,관악구청,2020-12-07
"신원동035",1,서울특별시 관악구 문성로38다길 2,서울특별시 관악구 신림동 412-458,37.475814,126.930072,,한전주,02-879-6781,관악구청,2020-12-07
"신원동036",1,서울특별시 관악구 문성로38다길 7,서울특별시 관악구 신림동 412-210,37.475743,126.929789,,한전주,02-879-6781,관악구청,2020-12-07
"신원동037",1,서울특별시 관악구 문성로38다길 9,서울특별시 관악구 신림동 412-211,37.475773,126.929532,,건축물,02-879-6781,관악구청,2020-12-07
"신원동038",1,서울특별시 관악구 문성로38다길 14,서울특별시 관악구 신림동 412-341,37.475849,126.929337,,한전주,02-879-6781,관악구청,2020-12-07
"신원동039",1,서울특별시 관악구 문성로38다길 22,서울특별시 관악구 신림동 412-206,37.475892,126.928891,,건축물,02-879-6781,관악구청,2020-12-07
"신원동040",1,서울특별시 관악구 문성로38다길 24,서울특별시 관악구 신림동 412-207,37.475880,126.928748,,한전주,02-879-6781,관악구청,2020-12-07
"신원동041",1,서울특별시 관악구 문성로38다길 28,서울특별시 관악구 신림동 412-113,37.475908,126.928468,,한전주,02-879-6781,관악구청,2020-12-07
"신원동042",1,서울특별시 관악구 문성로38다길 36,서울특별시 관악구 신림동 412-349,37.475940,126.928116,,한전주,02-879-6781,관악구청,2020-12-07
"신원동043",1,서울특별시 관악구 문성로38다길 38,서울특별시 관악구 신림동 412-350,37.475984,126.927888,,건축물,02-879-6781,관악구청,2020-12-07
"신원동044",1,서울특별시 관악구 문성로38라길 36,서울특별시 관악구 신림동 412-356,37.475737,126.927941,,건축물,02-879-6781,관악구청,2020-12-07
"신원동045",1,서울특별시 관악구 문성로38라길 36,서울특별시 관악구 신림동 412-356,37.475575,126.928171,,건축물,02-879-6781,관악구청,2020-12-07
"신원동046",1,서울특별시 관악구 문성로38라길 28,서울특별시 관악구 신림동 412-218,37.475568,126.928400,,건축물,02-879-6781,관악구청,2020-12-07
"신원동047",1,서울특별시 관악구 문성로38라길 26,서울특별시 관악구 신림동 412-217,37.475562,126.928575,,건축물,02-879-6781,관악구청,2020-12-07
"신원동048",1,서울특별시 관악구 문성로38라길 22,서울특별시 관악구 신림동 412-133,37.475507,126.928854,,건축물,02-879-6781,관악구청,2020-12-07
"신원동049",1,서울특별시 관악구 문성로38라길 20,서울특별시 관악구 신림동 412-134,37.475495,126.929031,,한전주,02-879-6781,관악구청,2020-12-07
"신원동050",1,서울특별시 관악구 문성로38라길 14,서울특별시 관악구 신림동 412-358,37.475479,126.929249,,한전주,02-879-6781,관악구청,2020-12-07
"신원동051",1,서울특별시 관악구 문성로38라길 7,서울특별시 관악구 신림동 412-137,37.475454,126.929601,,한전주,02-879-6781,관악구청,2020-12-07
"신원동052",1,서울특별시 관악구 문성로38라길 1,서울특별시 관악구 신림동 412-486,37.475451,126.929872,,한전주,02-879-6781,관악구청,2020-12-07
"신원동053",1,서울특별시 관악구 문성로38라길 3-5,서울특별시 관악구 신림동 412-136,37.475182,126.929800,,건축물,02-879-6781,관악구청,2020-12-07
"신원동054",1,서울특별시 관악구 문성로38길 70-2,서울특별시 관악구 신림동 412-233,37.475428,126.930044,,한전주,02-879-6781,관악구청,2020-12-07
"신원동055",1,서울특별시 관악구 문성로38길 38-19,서울특별시 관악구 신림동 412-392,37.476695,126.929455,,,02-879-6781,관악구청,2020-12-07
"신원동056",1,서울특별시 관악구 문성로38길 38-17,서울특별시 관악구 신림동 412-449,37.476899,126.929481,,건축물,02-879-6781,관악구청,2020-12-07
"신원동057",1,서울특별시 관악구 문성로38길 32-16,서울특별시 관악구 신림동 412-70,37.477231,126.929405,,,02-879-6781,관악구청,2020-12-07
"신원동058",1,서울특별시 관악구 문성로38길 26-11,서울특별시 관악구 신림동 412-168,37.477495,126.929535,,한전주,02-879-6781,관악구청,2020-12-07
"신원동059",1,서울특별시 관악구 문성로36길 27-6,서울특별시 관악구 신림동 412-40,37.477592,126.929453,,건축물,02-879-6781,관악구청,2020-12-07
"신원동060",1,서울특별시 관악구 문성로36길 5,서울특별시 관악구 신림동 1633-10,37.478391,126.930308,,건축물,02-879-6781,관악구청,2020-12-07
"신원동061",1,서울특별시 관악구 문성로36길 9,서울특별시 관악구 신림동 1633-14,37.478259,126.930231,,한전주,02-879-6781,관악구청,2020-12-07
"신원동062",1,서울특별시 관악구 문성로36길 15,서울특별시 관악구 신림동 412-32,37.478033,126.930085,,건축물,02-879-6781,관악구청,2020-12-07
"신원동063",1,서울특별시 관악구 문성로36길 15,서울특별시 관악구 신림동 412-32,37.477937,126.929994,,한전주,02-879-6781,관악구청,2020-12-07
"신원동064",1,서울특별시 관악구 문성로36길 24,서울특별시 관악구 신림동 1632-40,37.477852,126.929876,,한전주,02-879-6781,관악구청,2020-12-07
"신원동065",1,서울특별시 관악구 문성로36길 28,서울특별시 관악구 신림동 1632-39,37.477917,126.929507,,한전주,02-879-6781,관악구청,2020-12-07
"신원동066",1,서울특별시 관악구 문성로36길 32,서울특별시 관악구 신림동 1632-20,37.477971,126.929470,,건축물,02-879-6781,관악구청,2020-12-07
"신원동067",1,서울특별시 관악구 문성로32가길 20-6,서울특별시 관악구 신림동 1632-23,37.478107,126.929560,,한전주,02-879-6781,관악구청,2020-12-07
"신원동068",1,서울특별시 관악구 문성로32가길 17,서울특별시 관악구 신림동 1631-23,37.478467,126.929751,,한전주,02-879-6781,관악구청,2020-12-07
"신원동069",1,서울특별시 관악구 문성로32가길 17-3,서울특별시 관악구 신림동 1631-28,37.478645,126.929887,,건축물,02-879-6781,관악구청,2020-12-07
"신원동070",1,서울특별시 관악구 문성로 236-5,서울특별시 관악구 신림동 1631-20,37.478743,126.929616,,,02-879-6781,관악구청,2020-12-07
"신원동071",1,서울특별시 관악구 문성로32가길 15,서울특별시 관악구 신림동 1631-22,37.478572,126.929497,,,02-879-6781,관악구청,2020-12-07
"신원동072",1,서울특별시 관악구 문성로32가길 12-6,서울특별시 관악구 신림동 1632-11,37.478385,126.929268,,건축물,02-879-6781,관악구청,2020-12-07
"신원동073",1,서울특별시 관악구 문성로32가길 12-6,서울특별시 관악구 신림동 1632-11,37.478216,126.929130,,,02-879-6781,관악구청,2020-12-07
"신원동074",1,서울특별시 관악구 문성로32길 23-6,서울특별시 관악구 신림동 1632-12,37.478137,126.929302,,건축물,02-879-6781,관악구청,2020-12-07
"신원동075",1,서울특별시 관악구 문성로36길 31,서울특별시 관악구 신림동 1633-30,37.477902,126.929290,,,02-879-6781,관악구청,2020-12-07
"신원동076",1,서울특별시 관악구 문성로36길 37,서울특별시 관악구 신림동 1633-41,37.477944,126.929050,,,02-879-6781,관악구청,2020-12-07
"신원동077",1,서울특별시 관악구 문성로36길 35-3,서울특별시 관악구 신림동 1633-32,37.477821,126.929114,,건축물,02-879-6781,관악구청,2020-12-07
"신원동078",1,서울특별시 관악구 문성로32길 28,서울특별시 관악구 신림동 1629-103,37.478058,126.928829,,한전주,02-879-6781,관악구청,2020-12-07
"신원동079",1,서울특별시 관악구 문성로36길 39,서울특별시 관악구 신림동 1633-40,37.477958,126.928803,,한전주,02-879-6781,관악구청,2020-12-07
"신원동080",1,서울특별시 관악구 문성로32길 37,서울특별시 관악구 신림동 414-27,37.477683,126.928853,,한전주,02-879-6781,관악구청,2020-12-07
"신원동081",1,서울특별시 관악구 문성로32길 34,서울특별시 관악구 신림동 1629-85,37.477774,126.928610,,건축물,02-879-6781,관악구청,2020-12-07
"신원동082",1,서울특별시 관악구 문성로32길 34-3,서울특별시 관악구 신림동 415-20,37.477628,126.928673,,건축물,02-879-6781,관악구청,2020-12-07
"신원동083",1,서울특별시 관악구 문성로32길 35-5,서울특별시 관악구 신림동 414-35,37.477680,126.929216,,건축물,02-879-6781,관악구청,2020-12-07
"신원동084",1,서울특별시 관악구 문성로32길 35-9,서울특별시 관악구 신림동 414-49,37.477475,126.929195,,건축물,02-879-6781,관악구청,2020-12-07
"신원동085",1,서울특별시 관악구 문성로32길 35-13,서울특별시 관악구 신림동 414-38,37.477211,126.929175,,한전주,02-879-6781,관악구청,2020-12-07
"신원동086",1,서울특별시 관악구 문성로32길 54,서울특별시 관악구 신림동 414-43,37.477057,126.928899,,건축물,02-879-6781,관악구청,2020-12-07
"신원동087",1,서울특별시 관악구 문성로32길 52,서울특별시 관악구 신림동 414-13,37.477192,126.928834,,한전주,02-879-6781,관악구청,2020-12-07
"신원동088",1,서울특별시 관악구 문성로32길 46,서울특별시 관악구 신림동 414-24,37.477320,126.928782,,건축물,02-879-6781,관악구청,2020-12-07
"신원동089",1,서울특별시 관악구 문성로32길 41,서울특별시 관악구 신림동 414-28,37.477472,126.928909,,건축물,02-879-6781,관악구청,2020-12-07
"신원동090",1,서울특별시 관악구 문성로32길 48-15,서울특별시 관악구 신림동 415-44,37.477220,126.928632,,한전주,02-879-6781,관악구청,2020-12-07
"신원동091",1,서울특별시 관악구 문성로32길 48-21,서울특별시 관악구 신림동 415-38,37.476963,126.928498,,건축물,02-879-6781,관악구청,2020-12-07
"신원동092",1,서울특별시 관악구 문성로32길 48-23,서울특별시 관악구 신림동 415-37,37.476934,126.928328,,건축물,02-879-6781,관악구청,2020-12-07
"신원동093",1,서울특별시 관악구 문성로32길 48-8,서울특별시 관악구 신림동 415-33,37.477260,126.928322,,건축물,02-879-6781,관악구청,2020-12-07
"신원동094",1,서울특별시 관악구 문성로32길 51-4,서울특별시 관악구 신림동 414-10,37.477051,126.929180,,건축물,02-879-6781,관악구청,2020-12-07
"신원동095",1,서울특별시 관악구 문성로32길 55,서울특별시 관악구 신림동 414-52,37.476896,126.928964,,한전주,02-879-6781,관악구청,2020-12-07
"신원동096",1,서울특별시 관악구 문성로32길 60,서울특별시 관악구 신림동 415-47,37.476770,126.928891,,한전주,02-879-6781,관악구청,2020-12-07
"신원동097",1,서울특별시 관악구 문성로32길 60,서울특별시 관악구 신림동 415-47,37.476822,126.928658,,한전주,02-879-6781,관악구청,2020-12-07
"신원동098",1,서울특별시 관악구 문성로32길 62,서울특별시 관악구 신림동 415-68,37.476720,126.928883,,건축물,02-879-6781,관악구청,2020-12-07
"신원동099",1,서울특별시 관악구 문성로32길 64,서울특별시 관악구 신림동 415-50,37.476582,126.928850,,한전주,02-879-6781,관악구청,2020-12-07
"신원동100",1,서울특별시 관악구 문성로32길 64-6,서울특별시 관악구 신림동 415-48,37.476662,126.928725,,건축물,02-879-6781,관악구청,2020-12-07
"신원동101",1,서울특별시 관악구 문성로38가길 30,서울특별시 관악구 신림동 415-65,37.476593,126.928565,,한전주,02-879-6781,관악구청,2020-12-07
"신원동102",1,서울특별시 관악구 문성로32길 64-8,서울특별시 관악구 신림동 415-58,37.476701,126.928526,,건축물,02-879-6781,관악구청,2020-12-07
"신원동103",1,서울특별시 관악구 문성로38가길 34,서울특별시 관악구 신림동 415-63,37.476590,126.928321,,건축물,02-879-6781,관악구청,2020-12-07
"신원동104",1,서울특별시 관악구 문성로32길 64-12,서울특별시 관악구 신림동 415-60,37.476680,126.928262,,건축물,02-879-6781,관악구청,2020-12-07
"신원동105",1,서울특별시 관악구 문성로32길 23,서울특별시 관악구 신림동 1632-8,37.478216,126.928886,,,02-879-6781,관악구청,2020-12-07
"신원동106",1,서울특별시 관악구 문성로32길 21-1,서울특별시 관악구 신림동 1632-6,37.478375,126.929081,,건축물,02-879-6781,관악구청,2020-12-07
